query_text,emotion,intent,urgency,stress_index,escalation_count
"Hello! I am trying to integrate the webhook, but the payload format in your docs doesn't match the event response.",confused,technical_support,medium,29,1
"Hello! I am trying to integrate the webhook, but the payload format in your docs doesn't match the event response.",confused,technical_support,medium,25,1
"Hello! I am trying to integrate the webhook, but the payload format in your docs doesn't match the event response.",confused,technical_support,medium,28,0
"Hello! I am trying to integrate the webhook, but the payload format in your docs doesn't match the event response.",confused,technical_support,medium,28,1
"Hello! I am trying to integrate the webhook, but the payload format in your docs doesn't match the event response.",confused,technical_support,medium,31,0
"Hello! I am trying to integrate the webhook, but the payload format in your docs doesn't match the event response.",confused,technical_support,medium,33,0
"Hello! I am trying to integrate the webhook, but the payload format in your docs doesn't match the event response.",confused,technical_support,medium,32,1
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,15,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,17,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,10,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,14,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,16,1
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,13,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,20,1
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,15,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,18,1
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,15,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,18,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,15,1
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,17,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,14,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,13,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,13,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,11,1
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,18,1
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,12,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,13,1
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,17,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,19,1
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,19,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,11,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,14,0
How do I update my payment card? I don't see the billing tab anywhere in my profile settings page.,confused,payment_issue,low,15,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,10,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,9,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,13,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,9,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,5,1
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,9,1
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,7,1
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,12,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,5,1
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,9,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,12,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,10,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,5,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,12,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,6,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,12,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,14,1
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,15,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,7,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,14,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,6,0
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,6,1
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,11,1
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,14,1
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,8,1
Can you explain how the neural weights are synchronized? The dashboard metric isn't very clear.,confused,feedback,low,11,0
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,45,1
I am trying to change my notification settings but I keep getting a permission denied glitch What is going on?,confused,technical_support,medium,49,1
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,49,0
I am trying to change my notification settings but I keep getting a permission denied bug What is going on?,confused,technical_support,medium,43,2
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,50,0
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,42,2
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,40,1
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,49,1
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,43,1
I am trying to change my notification settings but I keep getting a permission denied crash What is going on?,confused,technical_support,medium,41,2
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,44,2
I am trying to change my notification settings but I keep getting a permission denied fail What is going on?,confused,technical_support,medium,46,0
I am trying to change my notification settings but I keep getting a permission denied fail What is going on?,confused,technical_support,medium,44,0
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,42,1
I am trying to change my notification settings but I keep getting a permission denied mismatch What is going on?,confused,technical_support,medium,44,1
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,44,2
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,44,2
I am trying to change my notification settings but I keep getting a permission denied crash What is going on?,confused,technical_support,medium,41,2
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,46,2
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,44,0
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,50,2
I am trying to change my notification settings but I keep getting a permission denied bug What is going on?,confused,technical_support,medium,50,1
I am trying to change my notification settings but I keep getting a permission denied fail What is going on?,confused,technical_support,medium,47,2
I am trying to change my notification settings but I keep getting a permission denied glitch What is going on?,confused,technical_support,medium,42,2
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,47,0
I am trying to change my notification settings but I keep getting a permission denied error. What is going on?,confused,technical_support,medium,46,1
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,35,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,35,1
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,31,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,35,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,37,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,40,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,38,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,37,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,35,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,35,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,36,1
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,30,1
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,38,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,36,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,33,1
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,35,1
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,37,1
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,37,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,33,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,38,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,34,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,37,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,30,1
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,39,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,32,0
Why does the voice translation speed drop? Is it a configuration problem on my side?,confused,technical_support,medium,38,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,15,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,18,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,11,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,11,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,11,1
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,12,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,14,1
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,14,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,17,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,13,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,18,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,16,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,19,1
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,12,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,14,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,15,1
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,14,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,14,1
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,14,1
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,19,1
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,17,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,17,1
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,17,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,15,1
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,18,0
Is there an API endpoint to retrieve historical chat transcripts? I can't find it in the docs.,confused,feedback,low,17,0
"Wow, the voice translation response speed is incredibly fast! I wanted to say thank you to the team!",happy,feedback,low,5,0
"Wow, the voice translation response speed is incredibly speedy I wanted to say thank you to the team!",happy,feedback,low,9,0
"Wow, the voice translation response speed is incredibly fast! I wanted to say thank you to the team!",happy,feedback,low,6,0
"Wow, the voice translation response speed is incredibly fast! I wanted to say thank you to the team!",happy,feedback,low,7,1
"Wow, the voice translation response speed is incredibly smooth I wanted to say thank you to the team!",happy,feedback,low,6,1
"Wow, the voice translation response speed is incredibly speedy I wanted to say thank you to the team!",happy,feedback,low,7,0
"Wow, the voice translation response speed is incredibly fast! I wanted to say thank you to the team!",happy,feedback,low,9,0
"Wow, the voice translation response speed is incredibly smooth I wanted to say thank you to the team!",happy,feedback,low,1,1
"Wow, the voice translation response speed is incredibly quick I wanted to say thank you to the team!",happy,feedback,low,2,0
"Wow, the voice translation response speed is incredibly speedy I wanted to say thank you to the team!",happy,feedback,low,1,0
"Wow, the voice translation response speed is incredibly rapid I wanted to say thank you to the team!",happy,feedback,low,5,1
"Wow, the voice translation response speed is incredibly quick I wanted to say thank you to the team!",happy,feedback,low,5,1
"Wow, the voice translation response speed is incredibly smooth I wanted to say thank you to the team!",happy,feedback,low,5,1
"Wow, the voice translation response speed is incredibly smooth I wanted to say thank you to the team!",happy,feedback,low,8,0
"Wow, the voice translation response speed is incredibly speedy I wanted to say thank you to the team!",happy,feedback,low,10,1
"Wow, the voice translation response speed is incredibly speedy I wanted to say thank you to the team!",happy,feedback,low,1,0
"Wow, the voice translation response speed is incredibly quick I wanted to say thank you to the team!",happy,feedback,low,7,0
"Wow, the voice translation response speed is incredibly quick I wanted to say thank you to the team!",happy,feedback,low,0,0
"Wow, the voice translation response speed is incredibly rapid I wanted to say thank you to the team!",happy,feedback,low,5,0
"Wow, the voice translation response speed is incredibly fast! I wanted to say thank you to the team!",happy,feedback,low,3,1
"Wow, the voice translation response speed is incredibly fast! I wanted to say thank you to the team!",happy,feedback,low,10,0
"Wow, the voice translation response speed is incredibly fast! I wanted to say thank you to the team!",happy,feedback,low,1,1
"Wow, the voice translation response speed is incredibly speedy I wanted to say thank you to the team!",happy,feedback,low,7,1
"Wow, the voice translation response speed is incredibly fast! I wanted to say thank you to the team!",happy,feedback,low,7,1
"Wow, the voice translation response speed is incredibly fast! I wanted to say thank you to the team!",happy,feedback,low,4,1
"Wow, the voice translation response speed is incredibly fast! I wanted to say thank you to the team!",happy,feedback,low,7,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,4,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,9,1
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,1,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,6,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,8,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,9,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,3,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,3,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,5,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,0,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,5,1
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,4,1
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,3,1
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,3,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,9,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,3,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,8,1
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,-1,1
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,6,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,2,1
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,4,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,9,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,8,0
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,9,1
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,9,1
Awesome! The system responded in under 50 milliseconds. Thanks for the quick support and resolving our latency issue!,happy,feedback,low,1,1
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,8,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,4,1
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,13,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,7,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,3,1
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,8,1
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,5,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,7,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,9,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,6,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,11,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,11,1
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,7,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,7,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,7,1
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,8,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,10,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,5,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,13,1
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,13,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,11,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,4,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,3,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,11,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,10,0
Great job! The new auth cache update solved all our credential matching issues. Super smooth experience.,happy,feedback,low,13,1
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,2,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,7,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,6,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,7,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,-2,1
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,0,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,-3,1
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,5,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,6,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,7,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,7,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,1,1
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,3,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,-1,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,-3,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,4,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,-2,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,5,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,3,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,2,1
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,5,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,6,1
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,-1,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,7,0
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,4,1
I love the new dark mode design! The layout feels premium and highly responsive. Keep up the good work.,happy,feedback,low,3,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,10,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,5,1
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,10,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,12,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,8,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,6,1
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,10,1
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,15,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,5,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,9,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,6,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,6,1
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,8,1
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,15,1
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,5,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,10,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,7,1
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,8,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,13,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,14,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,8,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,7,1
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,5,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,7,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,13,0
Please send the invoice for the last transaction to my email address.,neutral,payment_issue,low,7,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,25,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,30,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,22,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,25,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,29,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,20,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,24,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,22,1
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,26,1
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,21,1
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,21,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,27,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,28,1
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,21,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,28,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,29,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,30,1
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,24,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,30,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,20,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,26,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,30,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,27,1
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,27,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,21,0
I need to change the owner email of my team workspace. How do I proceed?,neutral,account_recovery,medium,29,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,12,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,8,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,11,1
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,17,1
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,15,1
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,12,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,16,1
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,11,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,15,1
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,13,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,8,1
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,17,1
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,10,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,14,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,13,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,14,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,13,1
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,8,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,13,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,17,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,12,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,17,0
Could you check if the syncer database is currently up-to-date?,neutral,technical_support,medium,8,0
